Time Tag,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865
1712665068344 ,0.384334922,0.467432678,0.473429799,1.073847055,0.485936999,2.815975666,20.11851883,58.50100708,68.85255432,32.93877792,3.347756624,1.051560283,0.666208148,0.280732214,0.548901737,0.388316154
1712665068427 ,0.312260956,0.367826134,0.277608097,0.842831135,0.925331473,3.290953159,19.10769653,52.75130463,54.04260254,20.95484543,2.858506203,0.926820993,0.516452014,0.233329147,0.557330966,0.427111566
1712665068512 ,0.297544777,0.323530257,0.213553816,0.497267783,0.816192389,2.730483055,16.042202,53.04078293,59.70524216,26.20372581,4.511415482,0.597479403,0.479991555,0.200098842,0.479687691,0.359194398
1712665068587 ,0.37626791,0.360914052,0.12846528,0.299345702,0.961091876,1.817059755,13.55402946,50.56758118,60.03870392,25.43951416,3.075881481,0.801320791,0.419905066,0.245798856,0.353632092,0.320366323
1712665068667 ,0.472396761,0.284755826,0.132575214,0.273175031,1.239907503,1.342142463,14.87378025,54.17062378,64.32836914,26.52147102,2.138565063,0.843203545,0.464980423,0.317498684,0.669751644,0.247014955
1712665068750 ,0.420814693,0.385412097,0.276537448,0.269892454,0.876820564,2.141524553,19.08477592,67.20438385,76.62732697,30.75492859,1.418039918,1.177841663,0.246747345,0.319584817,0.663046479,0.314632952
1712665068823 ,0.378465772,0.443060607,0.198097795,0.343907654,0.87044549,2.121511459,17.56645584,60.50984573,67.9108429,27.69969368,1.59416151,1.110519886,0.223682404,0.183102846,0.658694208,0.339931726
1712665068905 ,0.302905828,0.372965664,0.296978116,0.558478296,0.893085599,3.360114336,25.18898392,61.25049591,54.96222305,17.62459373,1.427963018,1.148977995,0.168776929,0.179464698,0.570013344,0.311113715
1712665068993 ,0.596268177,0.300245494,0.281305194,0.526140034,0.780350745,3.243911266,24.7710495,67.74371338,63.77373505,20.45328522,1.649720192,1.106494427,0.304031193,0.179528475,0.388103753,0.54717195
1712665069066 ,0.544488251,0.374976754,0.216671303,0.493570775,1.032364964,3.32793498,21.71455002,72.23948669,77.12995911,28.30841064,1.563814878,1.494469404,0.269739687,0.272876561,0.450268626,0.535988569
1712665069149 ,0.319533855,0.440747768,0.167350471,0.346365869,1.102656484,2.748984575,21.77703667,75.84936523,82.83113098,30.76006889,0.89334017,1.154913664,0.485016048,0.306075811,0.626778185,0.330606043
1712665069226 ,0.447194278,0.366757303,0.212736055,0.237407058,1.237040997,2.105016947,15.1406908,67.32926941,87.84529877,41.3826561,3.263977766,2.255515814,0.57237184,0.271132052,0.630600929,0.304921269
1712665069307 ,0.278086454,0.492423356,0.24409166,0.341580272,0.866834641,2.490760565,22.07786751,66.2325058,69.13299561,26.29856491,3.285676003,1.714944005,0.367326051,0.164432928,0.467646956,0.233156636
1712665069385 ,0.395690858,0.358421326,0.236820221,0.253703713,1.087538481,2.408062458,20.61749268,68.0348053,73.49903107,27.82963181,2.151736021,1.300007343,0.372629046,0.16765967,0.516840696,0.217979014
1712665069475 ,0.322048545,0.69686687,0.247480512,0.287567377,0.638849139,1.758076668,18.2586937,58.79304504,62.94129181,23.01202393,1.621213675,1.093692183,0.339453936,0.264060736,0.46774444,0.587086976
1712665069571 ,0.445601523,0.527357817,0.253593087,0.378169596,0.723397732,1.211625814,18.41384506,57.91699219,59.75510406,20.4902668,1.772172213,0.71382308,0.292380184,0.257290065,0.56825304,0.490229577
1712665069643 ,0.461121678,0.919942737,0.159343347,0.377141595,0.411414057,2.298750877,14.74747276,58.92425156,70.82939148,30.89714813,2.936639309,0.851574183,0.300532222,0.269239217,0.520213425,0.337254822
1712665069723 ,0.394108325,0.580166876,0.122058161,0.230082095,0.581273317,1.742217422,17.89967728,65.53540039,74.5812149,29.59714127,2.573088169,0.810223579,0.23700726,0.199504182,0.415705055,0.245126486
1712665069806 ,0.379365563,0.539071918,0.134690166,0.261346966,1.034729362,2.725407839,26.75977135,68.2170639,63.55009842,22.59651184,2.761616707,1.07708025,0.367641926,0.154642224,0.399634242,0.299191773
1712665069885 ,0.262265176,0.536008418,0.119014561,0.250478089,1.213574648,2.066553831,23.18716812,69.75224304,71.13335419,25.68361092,1.755654573,1.042353392,0.448847741,0.20263344,0.467799991,0.329292357
1712665069971 ,0.216602519,0.43411839,0.182612315,0.355572492,0.958737075,2.191839695,18.43053436,58.73733521,63.25634766,25.11820221,1.953325629,1.326523781,0.31682992,0.131279066,0.478757739,0.276934832
1712665070046 ,0.18611142,0.266158879,0.134883448,0.260793865,0.840182304,1.581449389,15.77197456,46.87358093,49.55426025,20.29653931,2.301996469,0.86893034,0.35352385,0.126943856,0.442742586,0.206401199
1712665070124 ,0.197086841,0.274226189,0.705337822,1.072821856,1.761780024,3.07353735,10.47965908,36.82802963,47.35826111,22.66499519,4.513943672,2.016229153,1.059841275,0.643492877,0.31949383,0.179917812
1712665070205 ,0.295030832,0.297495604,0.409571886,0.622101247,1.33882761,1.98536849,10.34904003,36.03073883,43.01207352,18.52032661,2.845359564,1.365090132,0.577926576,0.386535227,0.254959762,0.217068359
1712665070287 ,0.238349825,0.497988701,0.304106086,0.433251083,1.11220789,2.320877314,8.923222542,30.40346146,33.91555786,13.26339531,2.353955269,1.170160294,0.587840915,0.359104872,0.290801734,0.24493444
1712665070362 ,0.279242516,0.353793979,0.179929405,0.293343067,1.102868795,1.393972158,7.621195316,30.93743324,37.45158386,15.85028172,2.315919399,1.033482552,0.380699188,0.266285062,0.356505215,0.312463224
1712665070443 ,0.198364601,0.25257808,0.206378207,0.230543166,0.903930485,2.314161539,12.61209106,48.6090889,58.38519287,26.10194969,2.858885527,1.720072985,0.683896303,0.22519356,0.308132529,0.271928877
1712665070526 ,0.22255446,0.254429758,0.13974914,0.249501258,0.936250806,1.655786276,12.63831329,45.07907867,51.36846542,21.95204163,2.151408434,0.969543874,0.395584613,0.188575447,0.268704951,0.244371012
1712665070606 ,0.244780153,0.329585493,0.187214881,0.238833532,0.570853233,1.224893093,12.34787369,42.07327271,46.63245773,18.97180939,1.797983646,0.828223228,0.423252642,0.173266768,0.351776779,0.26997
1712665070686 ,0.895563006,1.280991077,0.150318474,0.200936943,0.612180591,0.97596699,11.29927635,35.08895111,36.72405243,13.61853123,1.198716283,0.777293921,0.311600715,0.113236837,0.394639969,0.394729793
1712665070762 ,0.589711845,0.878058434,0.099238783,0.154176891,0.588144541,1.308655262,10.49408531,36.47669983,40.45175934,15.77401352,0.965843081,0.846747398,0.257545948,0.133147731,0.570841551,0.278700769
1712665070866 ,0.994749427,1.523555517,0.162865222,0.377040535,0.894037187,2.965654373,28.47897339,65.72468567,57.06554413,16.84080505,1.297373772,1.096635818,0.295534194,0.146440521,0.471752554,0.188103288
1712665070951 ,0.700811625,1.175616384,0.163502961,0.304037422,0.998898387,2.20651722,25.29734612,73.51647949,76.15991211,27.44485855,2.580991268,0.754037201,0.624008536,0.208443642,0.471246481,0.168629616
1712665071030 ,0.486838728,0.792145133,0.13653411,0.170826808,0.811223388,1.550077915,17.91659164,53.37047577,54.52981567,18.24555969,2.137086391,0.718851209,0.592980623,0.163794041,0.456088185,0.164918318
1712665071103 ,0.361531615,0.620582819,0.1136676,0.286166102,1.24420023,3.232041121,21.9215126,53.1965332,49.2773819,15.40392876,1.394857764,0.965323269,0.521194696,0.107814483,0.517868876,0.131611407
1712665071182 ,0.272494286,0.51121068,0.106683806,0.269702077,1.020388246,2.614294529,14.04541588,49.639328,63.06868362,32.61122513,7.281975746,2.049318552,0.608406842,0.184367821,0.618235052,0.254579008
1712665071267 ,0.212666214,0.452682614,0.080295861,0.293235183,1.126324534,2.187910795,12.52144814,44.82958603,58.96948242,29.55961227,5.446163177,2.210467339,0.506996572,0.121582292,0.420334458,0.231612235
1712665071350 ,0.253918499,0.261093497,0.308826983,0.350910842,3.991211891,14.33880234,19.15623856,29.25608253,37.5733223,17.4164772,3.058545113,1.805317402,0.332253337,0.09500581,0.353622109,0.206734091
1712665071426 ,0.259680867,0.243869394,0.210752606,0.242055416,2.449259281,9.075422287,17.21671867,42.63270187,47.98746109,18.37962723,2.175357819,1.330321193,0.435854852,0.094865091,0.292079687,0.210127831
1712665071513 ,0.235715151,0.240209818,0.143924072,0.183242798,1.761511087,5.358205318,12.43250847,43.68769073,54.64176941,23.94789696,2.21160984,0.860438585,0.482722789,0.116948277,0.323588312,0.249374568
1712665071586 ,0.180851519,0.252606273,0.164529458,0.170016944,1.413612604,3.1002388,19.50099182,52.96736908,52.47470093,17.77945709,1.704164982,0.921390593,0.352924496,0.126293153,0.346648693,0.271697462
1712665071667 ,0.263087362,0.271553576,0.164837092,0.18116495,1.177317023,1.83184123,15.36804008,43.22354889,42.10931396,13.20155907,1.486248255,0.913965225,0.305765033,0.093861118,0.352133781,0.26986897
1712665071747 ,0.285110891,0.24868004,0.10289894,0.174044639,0.905016899,1.757148147,11.38702679,36.78752518,38.62475204,13.35709953,1.202254057,0.914853454,0.224860862,0.117320694,0.32249859,0.215306342
1712665071823 ,0.287314177,0.195040047,0.064720012,0.164079994,0.926207364,0.950156569,9.583086967,33.91666412,37.84078217,14.31166744,0.903753936,0.795224845,0.321090579,0.132022172,0.344753921,0.206000701
1712665071903 ,0.623510063,0.274731994,0.053212501,0.168480605,0.737102866,1.282577276,7.670241833,30.39269257,35.47211838,14.08782864,0.801311731,0.785107136,0.267473847,0.130860969,0.241315812,0.553713918
1712665071989 ,0.507103682,0.479259849,0.033482019,0.138831601,0.709060073,1.069052577,7.667829037,29.33647537,33.37812805,12.7457962,0.744029999,0.704012275,0.249552816,0.129695445,0.857977569,0.877230108
1712665072086 ,0.333701909,0.397854865,0.029754214,0.134756267,0.666954339,1.164266109,7.742195129,29.34751892,33.09230804,12.45161057,0.827293038,0.677288055,0.202611983,0.110576123,0.548356354,0.598131895
1712665072166 ,0.245670617,0.356947422,0.039025351,0.154307485,0.602042496,1.166086674,7.701057434,28.58073807,31.63660812,11.66161823,0.57560575,0.656066537,0.256099701,0.078885593,0.423087478,0.331510216
1712665072246 ,0.246011466,0.318310112,0.043041293,0.1287193,0.625144243,1.052037001,8.523897171,28.21234322,29.48044968,9.851285934,1.03779912,0.618714809,0.198901266,0.090896204,0.376796335,0.242184266
1712665072328 ,0.257137477,0.287918985,0.057944886,0.156298712,0.713626266,0.822407246,10.81459427,31.14940262,30.4328804,9.417778015,1.012615323,0.591164351,0.178970218,0.095734753,0.374431312,0.28280893
1712665072405 ,0.286744803,0.331470042,0.090082258,0.175066471,0.792163849,1.0648067,11.60441399,34.56171036,33.29553223,9.643307686,1.456552386,0.670196414,0.250512183,0.097790629,0.323218584,0.263228178
1712665072490 ,0.242123902,0.282097608,0.095305979,0.177207887,0.883544028,1.250012875,11.14461136,38.89761353,42.32502365,15.22133827,1.01150465,0.844621301,0.271132827,0.144227207,0.256305069,0.22705695
1712665072564 ,0.23587507,0.370584428,0.084318653,0.173171535,0.904800236,1.407589912,10.98190308,42.61663055,49.25894928,19.28827095,0.843154907,0.879434347,0.346404433,0.188662797,0.190154672,0.226451665
1712665072645 ,0.256485999,0.348511755,0.083040595,0.150690049,0.698966205,1.560050249,11.65601349,43.55990601,49.0127182,18.65888977,1.208291769,0.773173571,0.323735088,0.185433239,0.302100599,0.217681378
1712665072726 ,0.234175026,0.443587154,0.067965634,0.124760866,0.77454102,0.921641469,10.17800903,37.88352203,42.85964203,16.38701439,0.878296971,0.755857944,0.294873327,0.15136984,0.512141585,0.247919038
1712665072805 ,0.203865469,0.279971868,0.043768141,0.154130176,0.584010124,1.285279036,9.511728287,35.4050293,39.66005325,14.82371521,0.885190606,0.745412111,0.232795566,0.128415272,0.396673232,0.254587591
1712665072886 ,0.259553075,0.298684835,0.074499436,0.191020906,0.763685703,0.721062005,11.72361279,40.19894409,43.58487701,15.77831078,0.690024853,0.69730407,0.269512355,0.141749054,0.277736962,0.349961668
1712665072966 ,0.324085653,0.357326448,0.069566071,0.167449802,0.679051161,1.313463211,10.53820229,39.52858353,44.96220398,17.28008461,0.808257878,0.770745039,0.215455562,0.153967515,0.371370733,0.293628395
1712665073045 ,0.455444783,0.574894071,0.065717928,0.181596935,0.65819025,1.424720883,12.70401382,45.13835907,50.02890015,18.86078262,0.968078136,0.602880538,0.318179905,0.174314633,0.842086911,0.950031757
1712665073125 ,0.536610067,0.523617268,0.115541562,0.217186704,0.592345476,2.015026808,16.28577423,56.80886459,60.51267624,21.05346489,1.537855387,0.50535655,0.229972795,0.195695281,0.877303839,0.782730341
1712665073211 ,0.327856302,0.372803986,0.133273736,0.251807392,0.620015323,2.01444912,18.13807678,58.46733856,60.77520752,20.80539703,1.17995429,0.669038653,0.300862014,0.155600384,0.563868046,0.487223387
1712665073283 ,0.274652451,0.332924575,0.187518999,0.387873083,0.523457825,3.957520008,20.72626877,45.37576675,41.49626541,16.93590736,1.846574545,0.982658803,0.236747742,0.169665873,0.397669762,0.327720761
1712665073383 ,0.291650802,0.380488902,0.124543473,0.238347739,0.767465472,2.468280315,13.42540169,29.25507736,27.55397987,10.69666576,1.913248301,0.935232401,0.181233495,0.131178766,0.634466827,0.459771246
1712665073466 ,0.330548704,0.304709733,0.106238946,0.211625367,0.653430164,1.897054434,9.022875786,26.21214676,31.53506851,15.53218079,2.024384022,0.910182655,0.281393826,0.124743253,0.482474923,0.375075668
1712665073547 ,0.256580412,0.215853959,0.070062466,0.209191561,0.463463664,2.131366491,7.901728153,32.31278229,41.408741,19.65893936,1.570918441,0.636932492,0.379275769,0.157104909,0.456015706,0.214335158
1712665073626 ,0.227782071,0.157014847,0.055035226,0.142207697,0.616334915,1.775846958,6.624975204,30.55666161,38.33960342,16.32284546,1.582442522,0.593876958,0.231713593,0.155792087,0.363898814,0.199329913
1712665073707 ,0.240271941,0.20090726,0.148070544,0.222844213,0.720685422,1.235573053,10.12389469,38.40750504,44.58264923,17.9501915,1.012947321,0.483623862,0.23602812,0.151958972,0.281987756,0.151562721
1712665073786 ,0.277965456,0.262076974,0.210111633,0.351563096,0.834742785,1.449352622,12.72060966,46.12310028,50.7317276,18.30372238,1.666406631,0.549773097,0.366301239,0.168224692,0.35025081,0.174043924
1712665073865 ,0.304120481,0.24228701,0.208996028,0.344482064,0.794986486,0.977068663,13.49285221,37.33377838,34.20555878,10.51025009,1.959791541,0.610437036,0.26832372,0.165702552,0.362941772,0.284362018
1712665073945 ,0.245169371,0.311695337,0.118998453,0.251580507,0.716307521,0.781326652,11.34741974,33.49279404,32.99768829,11.38350868,1.238604903,0.741905332,0.321174055,0.121705592,0.405038804,0.28411305
1712665074024 ,0.350346565,0.280076355,0.101247787,0.271615624,0.573674321,0.87093848,7.014974594,27.24896812,32.83860779,14.4265871,1.176955938,1.156453848,0.418713808,0.238595501,0.481753826,0.216162071
1712665074107 ,0.760258615,0.903775156,0.737335384,1.159410477,1.401039124,3.925251722,6.641467571,26.03376389,44.93240356,28.43501472,6.425055981,1.706086516,0.963528097,0.288323551,0.308413565,0.340924293
1712665074186 ,0.620186269,0.748565316,0.481302679,0.761752963,1.612922907,9.143228531,14.76721001,21.57098007,29.49742889,15.6757431,4.358521938,1.039783001,0.624941945,0.202415645,0.909706473,0.542058289
1712665074266 ,0.397747755,0.502448678,0.321146876,0.502831876,1.125124931,5.017747879,11.95322323,27.50246239,33.75580978,15.06328392,2.305796623,0.943120241,0.473604858,0.200246394,0.554356873,0.590179861
1712665074349 ,0.273072958,0.266256511,0.210475996,0.27802828,0.915197253,2.679964304,11.18209457,34.80521774,46.54646301,25.60072327,4.900785446,1.005349755,0.382028699,0.196813926,0.468074948,0.434115201
1712665074426 ,0.263036102,0.235779166,0.371982574,0.226620674,0.813306093,3.008513451,8.425747871,19.71089554,30.55797386,17.50619507,2.520258904,1.07138133,0.615412116,0.358219713,0.452310801,0.337183774
1712665074510 ,0.253461778,0.243458956,0.34221226,0.339093775,1.478294253,3.91329217,7.646627426,22.74812317,31.82847595,15.14955902,1.709457278,0.812955976,0.43594867,0.243427023,0.38669011,0.216810554
1712665074587 ,0.401902109,0.430994093,0.218223616,0.317267954,1.134605408,2.985371828,12.95926857,35.39355469,42.93778229,21.27192307,3.342111111,0.923306286,0.334273279,0.239072323,0.292717397,0.254543304
1712665074691 ,0.330883443,0.267892063,0.212509543,0.312280953,1.180203676,4.645302296,16.48140907,28.71568298,25.44998741,12.56284809,2.70051384,0.714781046,0.32941395,0.136012629,0.256975234,0.392900676
1712665074762 ,0.371965766,0.347898483,0.131384969,0.254524052,0.757852793,2.929289579,11.57757854,27.39977455,27.48035622,11.9027195,1.747824669,0.760499001,0.330190122,0.1093795,0.278257549,0.329939038
1712665074843 ,0.344914377,0.260486066,0.095837608,0.292145908,0.707872272,1.771441698,14.83507729,41.17831802,42.36256027,16.69157982,2.067854404,0.661943257,0.370826244,0.152755842,0.226235151,0.366349727
1712665074926 ,0.44368729,0.195794642,0.211699277,0.337099016,0.725530982,2.8323102,10.9034729,44.79230499,54.54308319,24.78568649,2.384540796,0.890092611,0.347858012,0.133890271,0.234175727,0.284497947
1712665075002 ,0.371269286,0.310328186,0.261318773,0.255468249,0.858401477,1.76512742,10.38668823,39.93188095,47.17878342,20.60681152,2.310007095,0.708079576,0.367414832,0.133853197,0.341955483,0.264236778
1712665075086 ,0.291086137,0.256531119,0.197539061,0.267821014,0.855969071,2.147437572,10.93935966,39.88152695,44.33297729,17.35922432,2.071921825,0.656865001,0.294123918,0.093971454,0.408692271,0.248220652
1712665075165 ,0.243554413,0.237201586,0.175653487,0.245814711,0.683417082,1.241356134,6.966705322,23.08035851,23.69319916,9.060377121,1.248299599,0.62901324,0.262472153,0.062130228,0.32399714,0.231307358
1712665075245 ,0.284236789,0.31073001,0.213228658,0.203375772,0.769903958,2.869193077,18.49605179,39.8013382,32.94054413,9.544651031,1.410800934,0.55773437,0.263544381,0.164613128,0.377338082,0.133305162
1712665075325 ,0.306440532,0.290289581,0.17861402,0.262968689,0.665739238,2.438233376,13.10795975,40.9120369,45.87791824,19.76475143,2.538787365,0.292672634,0.404082507,0.211327985,0.31638521,0.179368854
1712665075410 ,0.330686986,0.385156631,0.182221323,0.190293804,0.589388072,1.602890491,11.23879433,38.66590118,43.80737305,17.38466644,2.212926626,0.573120832,0.359206617,0.15123561,0.262089014,0.258113414
1712665075482 ,0.300416887,0.333526134,0.110045098,0.223108351,0.514892697,0.938112855,9.612903595,26.04940414,23.57338524,11.50540924,2.036132813,0.744466186,0.229819834,0.106576242,0.257364035,0.264264971
1712665075563 ,0.22797212,0.241738766,0.090224922,0.135077164,0.620153666,0.849736214,8.112685204,22.60479355,21.22621918,8.830415726,1.279002309,0.795998275,0.213643253,0.082735375,0.215446621,0.211962491
1712665075645 ,0.238100171,0.215242922,0.110475883,0.140826076,0.707166672,1.869439125,4.505197048,20.28776169,28.16094398,16.87474823,3.450534821,0.59857738,0.33776468,0.099996515,0.196316749,0.181619093
1712665075724 ,1.132671833,1.998160243,0.090885848,0.160726607,0.622657359,1.360093117,8.297192574,30.98705482,38.93334579,19.44330597,2.357283115,0.546623766,0.362515688,0.141556352,0.437915921,0.1815359
1712665075807 ,0.683797419,1.156110644,0.134979069,0.360261142,0.730800092,3.146192074,19.32886314,38.48624039,31.63721085,11.08251381,1.903444529,0.694372654,0.212557346,0.155372143,0.416299075,0.212907672
1712665075892 ,0.406267941,0.672195494,0.159744248,0.353686571,0.848768532,2.565542459,12.70890427,25.14860535,24.06442642,10.10202408,2.295729637,0.931022942,0.327270359,0.446143866,0.401458621,0.239345834
1712665075986 ,0.267636508,0.421875507,0.106473729,0.400190532,0.636617303,2.020317793,7.130874634,22.05835342,29.15410233,16.50696182,3.548317909,1.128359079,0.456324458,0.313845396,0.341757357,0.198221743
1712665076065 ,0.247461379,0.334922582,0.127282828,0.386192977,0.987366438,2.644405365,12.38006878,38.0561676,40.7128067,16.83831787,1.972791433,0.892042458,0.248774782,0.220486328,0.308362603,0.145659626
1712665076146 ,0.26894176,0.302446365,0.07826148,0.253863603,0.885035515,2.49432373,8.636898041,20.61112595,23.37681961,10.93707085,1.694883108,0.662252486,0.211467206,0.147623152,0.363216519,0.125262409
1712665076223 ,0.230000913,0.301019043,0.085665286,0.157123044,0.816742837,1.937439919,9.189370155,29.25880051,36.91594696,19.96116829,3.765575886,0.634358466,0.419686049,0.112181529,0.373423576,0.185816601
1712665076305 ,0.171473116,0.247816712,0.237758979,0.168645144,0.854494572,1.303428411,15.38469887,42.34765625,43.57551575,17.14639282,2.708119392,0.395927668,0.270479918,0.102436796,0.356663644,0.213072553
1712665076387 ,0.163481623,0.227089539,0.21856454,0.250850081,0.706413746,1.103669643,12.30041695,34.88860703,35.7048645,13.39146042,1.559747934,0.570334673,0.318695009,0.055184778,0.290357888,0.17926389
1712665076470 ,0.210423768,0.247120887,0.141774997,0.220242053,0.618532956,0.697877884,7.694620609,23.12436676,24.64949417,9.513664246,0.896637738,0.537661791,0.261862814,0.110573247,0.229122877,0.15613471
1712665076546 ,0.235972404,0.259433687,0.137052089,0.226062641,0.606051207,1.275292516,9.116656303,25.14071083,26.39937973,10.21084023,0.703715086,0.427261472,0.317422301,0.077958599,0.243122369,0.186206937
1712665076625 ,0.212181672,0.219883949,0.144207418,0.213983327,0.529763341,0.83926332,10.56628418,28.87050247,25.72159004,5.224288464,2.776247025,0.242073193,0.375010699,0.127408653,0.271549702,0.220409051
